RQEM	MAE	r_xy
134,545612983662	232,460612074749	0,991317556374567
99,3120659033885	191,317012297067	0,988915494709037
64,2705304239423	169,078437817872	0,986126846730233
29,4958519507346	185,801997918382	0,982960432478878
55,694985562108	339,765750050555	0,978547695198615
142,11517258154	242,883506073575	0,996191980170785
116,455924070417	202,300653214187	0,995463464803145
100,994373383775	180,008000781436	0,994951270988052
80,381461487678	156,228980907746	0,99418845477206
43,7861021327623	271,000656736073	0,987305009540891
113,636283449943	196,805500366897	0,997370485518955
90,451026612538	160,934590339307	0,997065301390832
67,1486118064682	131,99175078892	0,996673411775798
43,7512849086447	120,325679157856	0,996191980170785
46,6681306243844	219,996130595117	0,992991490716652
126,501828755524	217,901209718925	0,997795523948816
101,208034192722	176,866473123574	0,997800485521731
75,676385404312	136,74449910879	0,997734203092026
72,8622721949426	132,674105370971	0,997730030506445
46,0474094236241	186,523494882294	0,996088168576197
76,0709823045203	136,413813790361	0,997724115583435
48,2617668070484	102,110602735182	0,997795523948816
20,157550626157	92,6473155994129	0,997800485521731
8,2109480276319	101,074926026704	0,997734203092026
59,8170040427536	223,271820541473	0,996768260480911
60,6832377246515	113,709651244877	0,997402683208358
57,3741309630344	109,531652492708	0,997442029792615
27,5014450867068	91,7090646679007	0,997622903957532
2,7555221675565	113,146683206168	0,997747320238423
1268,77696924711	2089,6985672545	0,93170104670439
671,380033288854	1110,0005361346	0,992693501703545
352,163982418151	584,125832910738	0,988848088013196
85,752036965492	255,408991176734	0,996064511664535
279,448428920556	460,327191021619	0,997027713896684
13,390048056088	145,597099631403	0,997940565824444
105,978012454496	262,618663076364	0,996485781475329
36,7599413784693	210,062842517553	0,995408263217852
61,0211815046643	158,267329321155	0,994003490074721
105,27456226234	188,876269128243	0,993133593017738
17,0220693330571	127,085421914589	0,998583433385578
8,33958995380184	145,956199020077	0,998600227516773
142,916494930303	235,386046509111	0,998758738090824
55,7103905343227	95,8476235479101	0,999174841236622
17,9778861136195	81,3436612964668	0,999246680213094
77,4959033845866	187,512904320684	0,99913451121601
49,5512778882988	221,025161133739	0,998591585112286
24,4015467808401	167,843512774131	0,998111608995802
30,386832484623	173,977271757573	0,998971523157377
67,0810497025891	174,333634620968	0,997754860059588
21,3794810984455	160,410845671832	0,998311373355802
111,143076105222	183,707323389914	0,998916924921544
190,203596505721	313,268756242096	0,999155094156676
116,730042146988	192,565510985624	0,998851321149242
85,2001803549734	151,119337047439	0,998705488452085
66,8874448198947	122,644616053121	0,998911128621672
165,900604908559	273,241290460837	0,998874017306151
9,76822802348572	123,516760379332	0,998987652066175
28,6031710291838	88,76509757528	0,999040977892952
47,2816201224485	162,564452107907	0,998702914184931
10,424261207684	110,730923260091	0,99877020041006
62,8746896834321	168,308213052449	0,997211135497054
28,8205876099818	103,154370633781	0,997833291953392
46,0093743265759	113,930221783447	0,997937232284479
34,8345451667614	135,83855595882	0,997413490989993
1,61255003048633	105,513056655871	0,997639441460419
85,8035077646339	162,748603986984	0,997403812200777
58,0702946731714	134,031325246017	0,997239137992505
31,9815448555889	116,418733350191	0,997077710458063
58,5632646225973	166,695367551295	0,996468425353304
9,85822660897903	120,712160024561	0,99705325223063
